448,dilapidated,1,bean,1,bean starter,1
451,starter,1,trellis,1,cauliflower,3
454,kale,3,jazz,1,recipe,2
457,sampling,1,cherry,1,bears,2
460,bears fruit,1,apricot,1,sparked,1
463,cabin,1,sore,2,coop,1
466,barn,1,scarecrow,1,crow,1
469,snacking,1,nightly rounds,1,parsnip,4
472,topaz,1,shelf,1,tent,1
475,Linus,1,crops,2,peering down,1
478,ore,1,undisturbed,1,rusty,1
481,foraging,4,proficiency,1,recipe,2
484,wild,2,snake,1,snack,2
487,field snack,1,foraging,4,Hogwarts,3
490,Hogwarts School of Witchcraft,2,Roberta,1,Jax,1
493,modalities,2,多模态,1,biased,1
496,widgets,1,welsh,1,kabele,1
499,Kabyle,1,snippet,1,sentiment,6
502,sentiment analysis,1,tokenized,1,harmlessness,1
505,harmless,1,innocuousness,1,pollution,1
508,hello,4,hello world!,1,a large corpus of,1
511,corpus,7,diss,1,dissertation,4
514,latter,1,depict,2,Cambrian,1
517,iconic,1,lookers,1,drones,1
520,ventures,1,gorgeous,1,stealth fighter,2
523,looks into it,1,intefere,1,sovereign,3
526,sovereign country,1,you wish,1,vies,1
529,come up with,2,better sleep after coming,1,Please pass the good,1
532,Please pass the good,1,smoking something,1,puppet,1
535,state subject,1,A frog at the,1,pathetic military,1
538,aeronautical,1,condescend,1,Pagani,1
541,zonda,1,Pagani Zonda,1,cinque,1
544,complimentary,3,comparisons,1,condescends,1
547,tone,1,aviation,1,aviation industry,1
550,revolutionary,1,annihilation,1,kill,1
553,Annihilation 20,1,Annihilation 35,1,coincidence,1
556,moniker,1,Serbia,2,Dassault,1
559,Dassault Aviation,1,sherlock,1,gyrfalcon,3
562,atlantic ocean,1,Atlantic,1,plunge into,2
565,plug into,1,plunge into,2,submarine,1
568,induce,1,confuse,1,invade,1
571,ally,1,it confuses me how,1,civil war,1
574,penny,2,go figure out,1,pfff,1
577,PFF,1,humiliate,1,geopolitics,1
580,lecture,1,conspiracy,1,conspiracy theories,3
583,conspiracy theories,3,conspiracy theories,3,aka,1
586,coherent,3,troop,1,condescending,1
589,unisex,1,masculine,1,feminine,1
592,fluctuate,1,deprecated,2,dedicated,6
595,a passage of,1,passage,1,paragraph,1
598,span,2,classifier,1,CLS,1
601,Sep,1,separator,1,differentiate,1
604,legacy,2,restructure,1,refactor,1
607,commented,1,apparently,1,identical,5
610,identical,5,identically,2,hello,4
613,chisel,2,chisel,2,chiseled,1
616,earthling,1,greetings,1,bristle,1
619,resolving,2,APB,1,AHB,1
622,AXI,1,snacks,1,毛泽东,1
625,Mao Zedong,1,sun yat-sen,3,horseradish,1
628,foraging,4,quarterback,1,scythe,4
631,kale,3,carp,2,calzone,1
634,carp,2,corp,1,chub,1
637,green algae,1,algae,1,slimy,1
640,caramel,1,Porters,1,caramel porters,1
643,bass,1,smallmouth,1,bait,3
646,annual,1,cranky,1,sore,2
649,bream,1,stock,1,deluxe,1
652,bait,3,HENS,1,bowls,1
655,corn,1,diet,1,seaweed,1
658,fiberglass,1,cottage,3,expansion,2
661,carpenter,4,gadgets,1,dandelion,1
664,leek,1,leak,1,salmon,1
667,salmonberry,1,foraging,4,forage,2
670,fertilizers,1,swing by,2,sardine,2
673,herring,2,oyster,1,toxins,1
676,mussel,1,cauliflower,3,folks,1
679,come and get it,1,coupons,1,I cant match those,1
682,I would be selling,1,superior,3,vinegar,1
685,fertilizer,1,tilled soil,1,retaining,1
688,stimulate,2,guaranteed,1,ripe,1
691,daffodil,1,Harvey,2,jelly,1
694,river jelly,1,population,1,pollutant,1
697,kale,3,crab,2,POTS,1
700,cauliflower,3,unmilled,1,milled,1
703,mill,1,till,2,till soil,1
706,dig and till soil,2,jewels,2,yield,2
709,roe,1,yield roe,1,fire quartz,1
712,stray,1,pooch,1,mayonnaise,1
715,sprinkler,1,tulip,2,geode,2
718,whack,1,jamborite,1,mineral,1
721,Gunther,1,museum,1,petal,2
724,drip,1,make my nose drip,1,chore,1
727,house chores,1,chores,1,yellow curry,1
730,curry,1,waxy,1,stir fries,2
733,stir,1,fries,1,stir fries,2
736,jade,1,smelt,1,metal,1
739,bars,1,smelt metal bars,1,clinic,1
742,billed,1,billed you,1,you might even want,1
745,strawberry,1,come up with,2,promote,1
748,townsfolk,1,cultivating,1,compassion,1
751,fellow,1,for there fellow man,1,plastic,1
754,guild,1,scattered,2,surplus,1
757,well,1,scythe,4,throne,1
760,decomposition,8,substantial,7,exploit,7
763,candidates,2,weaker correlations,1,candidate selection,1
766,eliminate,6,emulate,2,eliminate,6
769,discard,4,conserve,1,conversely,1
772,degradation,3,discord,1,discard,4
775,discard,4,fregean compositionality,1,Fregean,1
778,conservative,1,Tsien,3,QIAN,1
781,hsue-shen,1,Hsue-shen Tsien,3,Massachusetts,2
784,Theodore von Karman,1,van der Waals,1,Daniel and Florence Guggenheim,1
787,represented by,1,surpassing,1,owing to,1
790,substantial,7,decomposition,8,neglects,1
793,angular,1,paradigm,4,subsequently,2
796,individual,3,granularity,5,singular values,1
799,derive,1,curves,1,steeper,1
802,comprises,4,neglect,1,nigger,1
805,offensive,1,comprises,4,combine,1
808,包括,1,包含,1,comprise,1
811,consequently,3,aforementioned,3,chien,2
814,chien,2,Tsien,3,derived,5
817,rifle,1,狙击步枪,1,sniper,1
820,sniper rifle,1,HIMARS,1,mobility,1
823,artillery,1,Cheshire,1,subordinate,3
826,RPC,1,PRC,1,pulp,3
829,oppo,1,vivo,1,vivace,1
832,roast,1,roast me,1,swallow,1
835,depression,1,expectation,2,MIT,1
838,Massachusetts,2,indian,1,giggity guggity goo,1
841,Aussie,1,dunk,1,addressability,3
844,substrate,1,molding,1,compound,7
847,bumps,1,interposer,1,HBM,1
850,rancher,2,Odyssey,1,convincing,1
853,gigantic,1,Mongolia,1,feint,1
856,fierce,1,yell,1,conceal,3
859,unconcealable,1,incandescent,1,stylish,1
862,blossom,1,nostalgic,1,outfit,1
865,gacha,1,pastoral,1,patronus,1
868,expect,2,fluffy,2,permanent,1
871,council,2,Security Council,1,sovereign,3
874,sovereign state,1,charter,1,allies,2
877,轴心国,1,axis power,1,axis powers,1
880,allies,2,substantive,2,premier,2
883,greenfield,1,consensus,1,dense,3
886,desirable,1,kurtosis,1,perplexity,4
889,unravell,1,enigmas,1,attribute to,1
892,mitigate,2,pervasive,1,exhibit,4
895,aforementioned,3,irrelevant,2,hypothesis,5
898,canonical,1,causal,8,coarse,2
901,moderate,2,fine,1,exhibit,4
904,clipped,2,clipped,2,intermediary,1
907,unimpeded,2,toss up,1,toss,1
910,unimpeded,2,complicated,2,sliding,1
913,slippery,1,orientated,1,potentially,1
916,stump,2,elimination,2,occasionally,2
919,refund,1,beaten,1,at a glance,1
922,glance,1,frustrating,1,glitches,1
925,occasionally,2,bounce,1,bother,1
928,insult,1,insultingly,1,whilst,2
931,shove,1,inclination,2,rancher,2
934,casual,8,causal,8,casual,8
937,causal,8,loose,1,goose,1
940,affect,1,effect,1,allusion,2
943,illusion,5,altar,1,alter,1
946,amend,1,ament,1,appraise,1
949,ascent,2,ascent,2,ascend,1
952,assent,1,aural,1,oral,1
955,bated,1,bate,1,baited,1
958,bait,3,berth,1,birth,1
961,berate,1,biannual,1,biennial,1
964,金融的,1,financial,1,brake,1
967,break,1,breathe,2,breath,1
970,breathe,2,canvas,1,canvass,1
973,capital,1,Capitol,1,cite,1
976,site,1,sight,1,climatic,1
979,climactic,1,coarse,2,complement,1
982,compliment,1,concede,1,conscious,2
985,conscience,1,council,2,counsel,1
988,康赛尔,1,conscious,2,cue,1
991,current,1,Corrent,1,decent,3
994,desert,3,dessert,1,device,1
997,devise,1,disburse,1,disperse,1
1000,discreet,1,discrete,3,elicit,2
1003,illicit,2,eminent,2,imminent,2
1006,insure,2,ensure,1,explicit,5
1009,elicit,2,illicit,2,eminent,2
1012,imminent,2,insure,2,envy,2
1015,navy,1,envious,1,envy,2
1018,farther,1,father,1,further,1
1021,flaunt,1,flout,1,flounder,1
1024,founder,1,forbear,1,foreword,1
1027,forward,1,gibe,1,jibe,1
1030,heal,1,heel,1,idiosyncrasy,1
1033,idiosyncracy,1,allusion,2,illusion,5
1036,imply,1,infer,2,incite,1
1039,leach,1,leech,1,medal,1
1042,meddle,1,moral,1,mortal,2
1045,naval,2,navel,1,nun,1
1048,peal,1,peel,1,pedal,2
1051,petal,2,pique,1,plain,1
1054,glass,2,grass,3,pole,2
1057,poll,2,pore,1,pour,1
1060,profit,1,prophet,1,raze,1
1063,stationary,2,stationery,1,EOT,2
1066,eodas,1,EOT,2,handover,1
1069,maneuver,1,talent,1,有才,1
1072,sonic,1,hypersonic,1,reflect,1
1075,array,1,interleaving,3,linguistics,4
1078,pragmatics,4,crewmate,1,crew,1
1081,reactor,1,medbay,1,MED,1
1084,bay,1,cafeteria,1,imposter,1
1087,animated,1,spree,1,crab,2
1090,acinonyx,1,jubatus,1,cheetah,2
1093,tawny,1,creamy,1,pale,2
1096,buff,1,fur,1,evenly,4
1099,evenly spaced,1,snout,1,streaks,1
1102,cougar,1,Herpailurus,1,Otocolobus,1
1105,Prionailurus,1,leopard,1,lynx,1
1108,puma,1,cheetah,2,domestic,2
1111,felis,1,etymology,3,taxonomy,5
1114,linguistics,4,pragmatics,4,phylogeny,1
1117,obsidian,1,observe,1,PC,1
1120,生产质量,1,falcon,1,bacon,1
1123,peregrine,1,emu,1,roadrunner,1
1126,springbok,1,spring,1,BOK,1
1129,gazelle,1,哥斯拉,1,Godzilla,1
1132,zilla,1,hare,1,eland,1
1135,giraffe,1,warthog,1,instantaneous,2
1138,s,1,sprinting,1,metre,1
1141,meter,1,commencement,1,sustain,2
1144,endurance,1,outrun,1,sled dog,1
1147,wombats,1,woman,1,girlfriend,1
1150,pillow,2,buddy,1,casual,8
1153,causal,8,pillow,2,pillow friend,1
1156,casual sex,1,SP,1,Friend with benefit,1
1159,adolescent,2,Adole,1,adolescent,2
1162,routine,1,soc,1,windy,1
1165,addressability,3,relay,4,relay on,1
1168,rely on,1,rely,1,relay,4
1171,throttle,2,relay,4,WIP,2
1174,retrieved,2,honey,1,I love you^ honey,1
1177,pumpkin,1,boo,1,bro,1
1180,effortless,1,LSTM,1,crucial,10
1183,mitigate,2,cascaded,1,eliminates,2
1186,eliminate,6,emulate,2,climate,1
1189,eliminate,6,Slackware,1,tailored,4
1192,mimic,1,Xmas,1,xylitol,1
1195,kick off,1,waddle,1,eliminates,2
1198,终结,1,tailored,4,gauged,1
1201,directive,1,treasury,1,involves,1
1204,compact,1,crucial,10,preserve,2
1207,derived,5,be derived by,1,aggregating,1
1210,aggregate,3,concentrating,1,subsequent,2
1213,copy,1,copy that,1,omitted,2
1216,MIGHTY DRAGON,1,prodigious,1,unyielding,1
1219,resolve,2,incisive,3,intellect,3
1222,目录,1,dir,1,directory,1
1225,directories,1,elaborate,1,royalty,1
1228,pulp,3,wrap,2,cozy,8
1231,cozy time,2,hello,4,youdao,1
1234,causal,8,casual,8,formidable,4
1237,formidable drive,1,steadfast determination,1,incisive intellect,1
1240,cozy,8,cozy time,2,Achieve every goal you,2
1243,cozy,8,concentrating on,1,pulp,3
1246,regarded as,1,depicted,2,casual,8
1249,causal,8,cause,1,comprises,4
1252,compose,2,leverage,2,recurrent,3
1255,regardless,1,递归,1,regress,1
1258,regression,1,recursion,1,formidable,4
1261,unwavering,2,incisive,3,intellect,3
1264,intellection,2,inspire,1,inspiration,1
1267,projection,4,transforming,1,Beethoven,2
1270,Beethoven,2,Ludwig,1,Ludwig van Beethoven,1
1273,compose,2,composer,1,Fate Symphony,1
1276,symphony,1,Symphony No. 5 in,1,motif,1
1279,rose,1,lily,1,carnation,1
1282,sunflower,1,tulip,2,daisies,1
1285,violets,1,gypsophila,1,hydrangeas,1
1288,calla,1,cornerstones,1,milestone,1
1291,perceptrons,1,Kolmogorov,1,Arnold,1
1294,fairer,1,comparison,1,sane,1
1297,stay foolish to stay,1,HERMES,1,radioactive,1
1300,myth,1,greek,1,Greek myth,1
1303,ICARUS,1,mythology,1,craftsman,1
1306,MBTI,3,MBTI,3,Myers-Briggs Type Indicator,1
1309,introversion,1,extraversion,1,sensing,1
1312,intuition,3,thinking,1,feeling,1
1315,judging,1,perceiving,1,introverted,1
1318,vert,3,version,1,vert,3
1321,projected,1,comprehend,1,update,1
1324,relevance,1,entail,2,concatenated,1
1327,the concept entails that,1,concept,1,entails,1
1330,possesses,1,distinct,3,fulfill,2
1333,Kolon,2,Arcteryx,2,entails that,1
1336,possess,2,concentrate,1,concentrate on,1
1339,concatenate,2,fulfill,2,complicated,2
1342,northland,9,liquor,2,wine,1
1345,gruel,2,rice gruel,1,steamed bun,1
1348,bun,1,perch,1,northland,9
1351,Peiping,1,limpid,1,serene,1
1354,melancholy,1,wither,1,moist,1
1357,pallid,1,muddling,1,urban,1
1360,dwellers,1,chill,1,relishing,1
1363,appealing,1,temperate,1,shower,1
1366,getting cooler with each,1,golden days,1,Ershisi Bridge,1
1369,northland,9,northland,9,Kolon,2
1372,Arcteryx,2,northland,9,flabbergasted,2
1375,Mizuno,1,decathlon,3,decathlon,3
1378,thence,1,serves as,1,transformation,1
1381,transformer,1,pairwise,1,consequence,2
1384,escalates,1,emerge,1,emerge as,1
1387,emerge as the primary,1,reconcile,1,northland,9
1390,yield,2,might,1,aerospace,1
1393,sailing,1,competitively,2,northland,9
1396,flabbergasted,2,vert,3,liquor,2
1399,gruel,2,sun yat-sen,3,Wade Giles,1
1402,Tsien,3,allegory,2,literature,1
1405,dialogue,4,allegory,2,competitively,2
1408,comparatively,1,causal,8,casual,8
1411,dissertation,4,faculty,1,partial,2
1414,fulfillment,1,Barbour,1,Barbor,1
1417,fiction,1,sacred,1,scripture,1
1420,narrative,2,insane,1,in-sync,1
1423,batches,1,casual,8,something casual,1
1426,first date,1,bumble,1,cosy,6
1429,cosy time,1,cosy,6,cozy,8
1432,swot,1,cozy,8,cosy,6
1435,relayed,1,converge,4,divergence,9
1438,mnemonic,2,semantics,4,linguistics,4
1441,pragmatics,4,etymology,3,discourse,2
1444,cosy,6,cozy,8,laid out,1
1447,for the sake of,3,coordinate,2,demonstrate,6
1450,accessories,1,accessory,1,fluffy,2
1453,appeal,1,cozy,8,cosy,6
1456,northland,9,northland,9,decathlon,3
1459,robust,1,hydra,1,draft,1
1462,prompt,2,promptly,1,underlying,1
1465,diverged,1,circumvents,2,Lotter,1
1468,lottery,1,landscape,2,commodity,2
1471,exploit,7,circumvents,2,avenue,1
1474,likelihood,1,taxonomy,5,sheared,1
1477,absorbing,1,homologous,1,free lunch,1
1480,rationale,2,gradients,1,surgeon,2
1483,scalable,2,surgeon,2,compound,7
1486,sparsification,1,Compound Sparsification,1,scroll,1
1489,distillation,6,Knowledge Distillation,1,Downstream compression,1
1492,dimensionality,1,scalable,2,inverse,2
1495,empirical,5,alleviated,2,Exel,1
1498,excel,1,excel in,1,evicting,1
1501,eviction,2,consent,3,tear down,1
1504,perplexity,4,decomposition,8,distiller,2
1507,thriller,1,tremble,1,shiver,1
1510,renaissance,3,on the fly,3,progressive,3
1513,treat,2,visual treat,2,sentiment,6
1516,witnessed,2,outstrips,2,at the expense of,2
1519,firefang,2,fang,2,Hsue-shen Tsien,3
1522,pattern,2,split,2,cum,2
1525,cumulative,6,accumulate,2,cumulate,2
1528,cumulative,6,enumerating,3,evenly,4
1531,even,2,odd,2,oddly,2
1534,on the fly,3,progressive,3,treat,2
1537,visual treat,2,sentiment,6,witnessed,2
1540,outstrips,2,at the expense of,2,firefang,2
1543,fang,2,Hsue-shen Tsien,3,pattern,2
1546,split,2,cum,2,cumulative,6
1549,accumulate,2,cumulate,2,cumulative,6
1552,enumerating,3,evenly,4,even,2
1555,odd,2,oddly,2,heliotrope,3
1558,dryad,2,summit,2,conceal,3
1561,heliotrope,3,dryad,2,summit,2
1564,conceal,3,resolve,2,salute,1
1567,dimension,2,Sapphire Rapids,1,sapphire,2
1570,emerald,2,counters,2,disproportionately,1
1573,proportionate,1,proport,1,proportion,2
1576,paraphrase,1,corpus,7,causal,8
1579,casual,8,Vally,1,valley,2
1582,stretch,1,scratch,3,Hsue-Shen Tsien,2
1585,defence,2,defence,2,defence date,1
1588,aeronautics,1,HSUE-SHEN TSIEN,1,superaerodynamics,1
1591,mechanics,1,rare,1,rarefied,1
1594,procrastination,1,lottery ticket,1,recall,1
1597,counters,2,SU,1,CCCP,2
1600,苏联,1,soviet,1,commodity,2
1603,distillation,6,orthogonal,5,primary,1
1606,context,3,in the context of,2,compound,7
1609,magnitude,2,illustration,4,prior,3
1612,compound,7,in this context,1,context,3
1615,content,4,magnitude,2,fragile,1
1618,perturb,1,pertubation,1,perturbation,1
1621,collapse,3,saliency,6,weight saliency metrics,1
1624,demonstrate,6,conjunction,4,rectangular,1
1627,formulation,3,individual,3,saliency,6
1630,saliency metrics,1,formulation,3,formulation,3
1633,intuitively,2,tolerable,1,Platon,1
1636,estimation,3,curvature,3,wham,1
1639,Oder,1,order,1,tomcat,1
1642,daemon,1,Dunhill,1,Jensen,1
1645,jensen huang,1,jen-hsun huang,1,influential,1
1648,expect,2,follow,1,leather bomber jacket,1
1651,transfer,1,base,1,complimentary,3
1654,bomber,1,Alfred,1,handle,1
1657,fly off,1,acheeee,1,sapphire,2
1660,enhancement,1,enhaced,1,enhanced,1
1663,TEM8,1,vovabulary,1,vocabulary,2
1666,TEM4,1,nil,1,assigned,1
1669,imitation,2,originality,1,origin,1
1672,dialogue,4,cyberloaf,2,cyberloaf,2
1675,peer,1,engaging,1,entertainment,1
1678,entertain,1,entertaining,1,amuses,1
1681,entertain doubots,1,entertain doubts,1,goubts,1
1684,doubts,1,vocabularay,1,vocabulary,2
1687,successful,1,sosy,1,cosy,6
1690,cozy,8,positif,1,diffusion,1
1693,MBTI,3,INTP,1,ENTJ,1
1696,ideal,1,intuition,3,intuitive,1
1699,extraverted,1,interverted,1,intervert,1
1702,内向,1,introvert,1,ayaka,1
1705,ayato,1,ayaya,1,ayka,1
1708,AK47,1,versatile,3,estimation,3
1711,tron,1,swift,1,hyf,1
1714,hytf,1,hyft,1,versatile,3
1717,Marginally,1,threshold,1,tonnage,1
1720,luft,1,waffe,1,luftwaffe,1
1723,compound,7,enormous,1,sentiment,6
1726,cryptocurrency,2,prohibit,1,pursued,1
1729,distillation,6,impactful,1,Over-Parameterized,1
1732,performent,1,performant,1,VNNI,1
1735,readily,2,read,1,ready,1
1738,readily,2,In spirit with,2,In spirit with,2
1741,performantly,2,performantly,2,sentiment,6
1744,attitude,2,attitute,1,attribute,4
1747,attitude,2,attribute,4,aptitude,1
1750,altitude,2,amplitude,1,longitude,1
1753,latitude,1,altitude,2,basin,1
1756,canyon,1,cannon,1,continent,1
1759,desert,3,glacier,1,plateau,2
1762,peninsula,1,strait,1,gulf,1
1765,volcano,1,candidates,2,ambiguous,2
1768,pickle,1,squad,3,legacy,2
1771,dencent,1,decent,3,dense,3
1774,desent,1,decent,3,tramp,1
1777,trump,1,DPI,1,illusion,5
1780,illustration,4,Apparently,1,identicaly,2
1783,identicaly,2,identically,2,独立的,1
1786,indenpendent,1,independent,1,indentical,1
1789,identical,5,identity,1,auto,1
1792,automobile,1,automatic,1,exclusive,3
1795,inclusive,2,freestyle,1,freestanding,1
1798,autonomous,1,sovereign,3,identical,5
1801,Bordeaux,1,symposium,1,conference,1
1804,may,2,april,2,Mayt,1
1807,May,1,historic,1,diverse,6
1810,Recipients,1,Dissertation,1,San Francisco^ CA,1
1813,加利福尼亚州,1,terminology,1,objectionable,1
1816,Exhibition,1,extended,1,Symposia,1
1819,Ethereal,1,annotation,1,heliotrope,3
1822,gaussian splatting,1,splatting,2,gaussian,1
1825,in the realm of,4,in the realm of,4,realm,1
1828,radiance,1,in the realm of,4,in the realm of,4
1831,3D Gaussian Splatting,1,splatting,2,verse,1
1834,melody,1,density,1,IEE,1
1837,IEEE,1,AAAI,1,squad,3
1840,periphral,1,peripheral,1,mingw64,1
1843,pacman,1,ubuntu,2,patient,1
1846,loreal,1,loral,1,loyal,1
1849,construction,2,construct,1,instincts,1
1852,wondrous,1,estimate,1,quantile,1
1855,trivel,1,trivial,2,lack of novelty and,1
1858,credit,1,Koenker,1,corherent,1
1861,coherent,3,fragment,1,Information Capacity,1
1864,Recruitment,1,Position,1,Recruitment Position List,1
1867,Campus Recruitment Position List,1,Corollary,1,bodyguard,1
1870,enin,1,erin,1,hunter,1
1873,erin hunter,1,Compound,1,PLATON,1
1876,individual,3,sailency,1,saliency,6
1879,vurvature,1,curvature,3,loss curvature,1
1882,inverse,2,infeasible,2,parametrization,1
1885,yields,1,“but we show that,1,but we show that,1
